region,version,F,p_value,npv,num,anat,n,timepoint,npv_CI_low,npv_CI_high,alpha,test,sample_size,std_F,std_p,std_p_low,std_p_high,proba_significant,significant,study,analysis,r,std_r,metric
Right-Thalamus,FreeSurfer7,0.017,0.8835714285714286,0.4915500127265285,0.0245322038689191,0.0499078491176186,390,hc & pd,0.481976920820126,0.5013168502264423,0.0035714285714285718,F,125,0.1281805610097671,0.3880644078853003,0.3805067308512109,0.3957750414183822,0.11642857142294008,False,longitudinal,ANCOVA,,,subcortical volume
Left-Accumbens-area,FS5,,0.16214285714285714,0.2830703851954289,25.323827070222176,89.46123789226084,198,hc & pd,0.2753591373315913,0.2910014260650551,0.0035714285714285718,R,315,,0.01782985795830229,0.017344146766725098,0.018329413332381066,9.830923402059318e-90,False,cross-sectional,Partial Correlation,0.127,0.015845235260673222,subcortical volume
Left-Accumbens-area,FS6,,0.35150000000000003,0.2830703851954289,25.323827070222176,89.46123789226084,198,hc & pd,0.2753591373315913,0.2910014260650551,0.0035714285714285718,R,315,,0.07269839005374608,0.07071798046544049,0.07473524707880798,3.19105426864201e-26,False,cross-sectional,Partial Correlation,0.085,0.015916773198671588,subcortical volume
Left-Accumbens-area,FS7,,0.34664285714285714,0.2830703851954289,25.323827070222176,89.46123789226084,198,hc & pd,0.2753591373315913,0.2910014260650551,0.0035714285714285718,R,315,,0.07077082136289435,0.06884292154151289,0.0727536719398582,5.6853756583721634e-27,False,cross-sectional,Partial Correlation,0.086,0.015915402351586675,subcortical volume
Left-Amygdala,FS5,,0.27471428571428574,0.2324591275684218,52.01604232997413,223.7642499740681,198,hc & pd,0.2261266037699538,0.2389721467243817,0.0035714285714285718,R,315,,0.03980655011858391,0.03872216195711391,0.04092184649849785,4.1309791140315723e-54,False,cross-sectional,Partial Correlation,-0.099,0.013053982351338641,subcortical volume
Left-Amygdala,FS6,,0.08614285714285715,0.2324591275684218,52.01604232997413,223.7642499740681,198,hc & pd,0.2261266037699538,0.2389721467243817,0.0035714285714285718,R,315,,0.004165654680938163,0.004052176205478102,0.004282367623199716,0.0,False,cross-sectional,Partial Correlation,-0.155,0.012959884351503588,subcortical volume
Left-Amygdala,FS7,,0.05157142857142857,0.2324591275684218,52.01604232997413,223.7642499740681,198,hc & pd,0.2261266037699538,0.2389721467243817,0.0035714285714285718,R,315,,0.0013659485642298083,0.0013287381441402703,0.001404219589583571,0.0,False,cross-sectional,Partial Correlation,-0.176,0.012913651032436423,subcortical volume
Left-Caudate,FS5,,0.022285714285714287,0.0920334246195093,40.08039109817606,435.4982036567588,198,hc & pd,0.0895263006457002,0.0946120089229329,0.0035714285714285718,R,315,,8.453265412259803e-05,8.222986201639674e-05,8.690108250552991e-05,0.0,False,cross-sectional,Partial Correlation,-0.206,0.005082351099973737,subcortical volume
Left-Caudate,FS6,,0.04892857142857143,0.0920334246195093,40.08039109817606,435.4982036567588,198,hc & pd,0.0895263006457002,0.0946120089229329,0.0035714285714285718,R,315,,0.00048251959601304056,0.0004693750623612902,0.0004960387871277627,0.0,False,cross-sectional,Partial Correlation,-0.178,0.005110805019379114,subcortical volume
Left-Caudate,FS7,,0.04364285714285714,0.0920334246195093,40.08039109817606,435.4982036567588,198,hc & pd,0.0895263006457002,0.0946120089229329,0.0035714285714285718,R,315,,0.0003825496621102874,0.0003721284544564981,0.00039326790451054333,0.0,False,cross-sectional,Partial Correlation,-0.182,0.0051070034208321345,subcortical volume
Left-Hippocampus,FS5,,0.1732857142857143,0.160584483739935,70.34512782932454,438.0568171408625,198,hc & pd,0.1562099294878181,0.1650837255192895,0.0035714285714285718,R,315,,0.011396965160025242,0.011086495298673263,0.011716284315971071,2.4006042062716498e-250,False,cross-sectional,Partial Correlation,-0.124,0.00899236578519284,subcortical volume
Left-Hippocampus,FS6,,0.2245714285714286,0.160584483739935,70.34512782932454,438.0568171408625,198,hc & pd,0.1562099294878181,0.1650837255192895,0.0035714285714285718,R,315,,0.019135060223384008,0.01861379342901375,0.01967118463841118,8.524522166163431e-154,False,cross-sectional,Partial Correlation,-0.11,0.00900731287530534,subcortical volume
Left-Hippocampus,FS7,,0.18492857142857141,0.160584483739935,70.34512782932454,438.0568171408625,198,hc & pd,0.1562099294878181,0.1650837255192895,0.0035714285714285718,R,315,,0.013301863841384586,0.012939501777048116,0.013674554279119316,1.7858631421847732e-211,False,cross-sectional,Partial Correlation,-0.12,0.008996821483593497,subcortical volume
Left-Pallidum,FS5,,0.04442857142857143,0.2206523984858535,55.911586860856886,253.3921554650197,198,hc & pd,0.2146415071123176,0.2268346177567397,0.0035714285714285718,R,315,,0.0009171722212181415,0.0008921871196266883,0.000942869470917876,0.0,False,cross-sectional,Partial Correlation,-0.182,0.012244166274816577,subcortical volume
Left-Pallidum,FS6,,0.352,0.2206523984858535,55.911586860856886,253.3921554650197,198,hc & pd,0.2146415071123176,0.2268346177567397,0.0035714285714285718,R,315,,0.05666814675913411,0.055124424248768636,0.058255869853665466,1.4052925864000992e-42,False,cross-sectional,Partial Correlation,-0.085,0.012407070347601133,subcortical volume
Left-Pallidum,FS7,,0.09692857142857143,0.2206523984858535,55.911586860856886,253.3921554650197,198,hc & pd,0.2146415071123176,0.2268346177567397,0.0035714285714285718,R,315,,0.0050445761863449606,0.004907154614271772,0.005185914673153545,0.0,False,cross-sectional,Partial Correlation,-0.15,0.012311251732580934,subcortical volume
Left-Putamen,FS5,,0.037142857142857144,0.1449720843561877,82.85201358453308,571.5032238963374,198,hc & pd,0.1410228345078295,0.1490338993185336,0.0035714285714285718,R,315,,0.00042100786738829605,0.0004095390024421608,0.00043280362836267526,0.0,False,cross-sectional,Partial Correlation,-0.188,0.008035368422202064,subcortical volume
Left-Putamen,FS6,,0.02514285714285714,0.1449720843561877,82.85201358453308,571.5032238963374,198,hc & pd,0.1410228345078295,0.1490338993185336,0.0035714285714285718,R,315,,0.000173673243838564,0.0001689421327771533,0.00017853920533394705,0.0,False,cross-sectional,Partial Correlation,-0.202,0.008012595864478035,subcortical volume
Left-Putamen,FS7,,0.013857142857142858,0.1449720843561877,82.85201358453308,571.5032238963374,198,hc & pd,0.1410228345078295,0.1490338993185336,0.0035714285714285718,R,315,,4.673818912841552e-05,4.546497306652578e-05,4.8047695553447815e-05,0.0,False,cross-sectional,Partial Correlation,-0.221,0.007978956912979758,subcortical volume
Left-Thalamus,FS5,,0.8828571428571428,0.1609975503433589,143.6251333814874,892.0951472564552,198,hc & pd,0.1566117435578444,0.1655083653860605,0.0035714285714285718,R,315,,0.12481566271521388,0.12141550302764474,0.12831273684919794,2.735631968455394e-13,False,cross-sectional,Partial Correlation,-0.013,0.009084849623297002,subcortical volume
Left-Thalamus,FS6,,0.7741428571428571,0.1609975503433589,143.6251333814874,892.0951472564552,198,hc & pd,0.1566117435578444,0.1655083653860605,0.0035714285714285718,R,315,,0.11532018977367174,0.11217870054145965,0.11855122059152506,3.8034124855427637e-22,False,cross-sectional,Partial Correlation,-0.026,0.009082545932563937,subcortical volume
Left-Thalamus,FS7,,0.8583571428571428,0.1609975503433589,143.6251333814874,892.0951472564552,198,hc & pd,0.1566117435578444,0.1655083653860605,0.0035714285714285718,R,315,,0.12313275298485493,0.1197784381992677,0.12658267550373045,1.7795740883341004e-15,False,cross-sectional,Partial Correlation,-0.016,0.009084454356941144,subcortical volume
Right-Accumbens-area,FS5,,0.9890714285714285,0.2333571902736778,21.98030570066392,94.19167960878232,198,hc & pd,0.22700020194455,0.2398953712706193,0.0035714285714285718,R,315,,0.18571798512244986,0.1806587578385254,0.19092141510758898,0.010928571422940288,False,cross-sectional,Partial Correlation,0.001,0.013169101526748375,subcortical volume
Right-Accumbens-area,FS6,,0.7877142857142857,0.2333571902736778,21.98030570066392,94.19167960878232,198,hc & pd,0.22700020194455,0.2398953712706193,0.0035714285714285718,R,315,,0.1684863660236969,0.16389655303711753,0.17320700203790299,4.037366653180616e-10,False,cross-sectional,Partial Correlation,0.025,0.013164992121795414,subcortical volume
Right-Accumbens-area,FS7,,0.7092142857142857,0.2333571902736778,21.98030570066392,94.19167960878232,198,hc & pd,0.22700020194455,0.2398953712706193,0.0035714285714285718,R,315,,0.15508060275894486,0.1508559822076924,0.15942563729061554,6.082959121235888e-13,False,cross-sectional,Partial Correlation,-0.034,0.013161494165749186,subcortical volume
Right-Amygdala,FS5,,0.07935714285714286,0.200753778503017,45.85842167264524,228.4311758144869,198,hc & pd,0.1952849543991816,0.2063784800094641,0.0035714285714285718,R,315,,0.0029427651834867353,0.0028625999916413523,0.0030252153166005643,0.0,False,cross-sectional,Partial Correlation,-0.159,0.01118506777415332,subcortical volume
Right-Amygdala,FS6,,0.08578571428571428,0.200753778503017,45.85842167264524,228.4311758144869,198,hc & pd,0.1952849543991816,0.2063784800094641,0.0035714285714285718,R,315,,0.003423009032640352,0.003329761301788459,0.0035189145951958524,0.0,False,cross-sectional,Partial Correlation,-0.156,0.011190488479189303,subcortical volume
Right-Amygdala,FS7,,0.008214285714285714,0.200753778503017,45.85842167264524,228.4311758144869,198,hc & pd,0.1952849543991816,0.2063784800094641,0.0035714285714285718,R,315,,1.936713221859266e-05,1.8839543446470913e-05,1.9909758806135773e-05,0.0,False,cross-sectional,Partial Correlation,-0.237,0.011006418520431742,subcortical volume
Right-Caudate,FS5,,0.225,0.1434684675759418,63.97455352951436,445.9136882859004,198,hc & pd,0.1395601784295543,0.147488154337105,0.0035714285714285718,R,315,,0.017095535653794628,0.016629828466868415,0.017574516850873186,5.288259657322979e-193,False,cross-sectional,Partial Correlation,-0.11,0.008047261759672365,subcortical volume
Right-Caudate,FS6,,0.2372857142857143,0.1434684675759418,63.97455352951436,445.9136882859004,198,hc & pd,0.1395601784295543,0.147488154337105,0.0035714285714285718,R,315,,0.018945820985648957,0.018429709342591097,0.01947664331254855,2.878234759818157e-175,False,cross-sectional,Partial Correlation,-0.107,0.008049912789451424,subcortical volume
Right-Caudate,FS7,,0.19192857142857142,0.1434684675759418,63.97455352951436,445.9136882859004,198,hc & pd,0.1395601784295543,0.147488154337105,0.0035714285714285718,R,315,,0.012813790529396204,0.01246472428998988,0.013172806172496093,2.899240232138985e-246,False,cross-sectional,Partial Correlation,-0.118,0.008039829333842985,subcortical volume
Right-Hippocampus,FS5,,0.01307142857142857,0.1252826203758287,55.87681508274933,446.006117329981,198,hc & pd,0.1218697400842993,0.1287927776880059,0.0035714285714285718,R,315,,3.49138374187333e-05,3.396273384769843e-05,3.589205020949304e-05,0.0,False,cross-sectional,Partial Correlation,-0.223,0.006892070992126055,subcortical volume
Right-Hippocampus,FS6,,0.07242857142857143,0.1252826203758287,55.87681508274933,446.006117329981,198,hc & pd,0.1218697400842993,0.1287927776880059,0.0035714285714285718,R,315,,0.0014941641059323324,0.0014534609085203555,0.0015360274629270824,0.0,False,cross-sectional,Partial Correlation,-0.163,0.006975552163123391,subcortical volume
Right-Hippocampus,FS7,,0.03678571428571429,0.1252826203758287,55.87681508274933,446.006117329981,198,hc & pd,0.1218697400842993,0.1287927776880059,0.0035714285714285718,R,315,,0.00034230554323364974,0.0003329806437489581,0.0003518962294914557,0.0,False,cross-sectional,Partial Correlation,-0.189,0.0069426833638867765,subcortical volume
Right-Pallidum,FS5,,0.8677857142857143,0.2169901555772219,52.62570708312095,242.52578161036732,198,hc & pd,0.2110790290123096,0.2230697664520979,0.0035714285714285718,R,315,,0.1667612362194833,0.1622184182709345,0.17143353770030756,5.722054143598824e-08,False,cross-sectional,Partial Correlation,-0.015,0.012244085216239129,subcortical volume
Right-Pallidum,FS6,,0.6529999999999999,0.2169901555772219,52.62570708312095,242.52578161036732,198,hc & pd,0.2110790290123096,0.2230697664520979,0.0035714285714285718,R,315,,0.13284862987346743,0.12922964050932648,0.13657077096665482,2.0558573497877524e-17,False,cross-sectional,Partial Correlation,0.041,0.0122351662677582,subcortical volume
Right-Pallidum,FS7,,0.9414999999999999,0.2169901555772219,52.62570708312095,242.52578161036732,198,hc & pd,0.2110790290123096,0.2230697664520979,0.0035714285714285718,R,315,,0.17140391174319458,0.16673462057954772,0.17620629129381601,0.0005909106699476961,False,cross-sectional,Partial Correlation,-0.007,0.012245162890799341,subcortical volume
Right-Putamen,FS5,,0.013714285714285715,0.1687009195816769,92.81020202751692,550.1463907704584,198,hc & pd,0.1641052618449852,0.1734275669383831,0.0035714285714285718,R,315,,5.057585436873528e-05,4.919809473947055e-05,5.199288415706078e-05,0.0,False,cross-sectional,Partial Correlation,-0.222,0.009282779346881938,subcortical volume
Right-Putamen,FS6,,0.0026428571428571425,0.1687009195816769,92.81020202751692,550.1463907704584,198,hc & pd,0.1641052618449852,0.1734275669383831,0.0035714285714285718,R,315,,1.0943136799663179e-06,1.0645029881089451e-06,1.1249740632982296e-06,1.0,True,cross-sectional,Partial Correlation,-0.269,0.009169425481299726,subcortical volume
Right-Putamen,FS7,,0.0030714285714285713,0.1687009195816769,92.81020202751692,550.1463907704584,198,hc & pd,0.1641052618449852,0.1734275669383831,0.0035714285714285718,R,315,,1.8701169598385564e-06,1.8191722613964152e-06,1.922513730448172e-06,1.0,True,cross-sectional,Partial Correlation,-0.263,0.009185187901227125,subcortical volume
Right-Thalamus,FS5,,0.8868571428571429,0.1501798666558923,128.73277899781544,857.1906598690841,198,hc & pd,0.1460887492642155,0.1543875927994116,0.0035714285714285718,R,315,,0.11642909810218034,0.11325740059871617,0.11969119821493002,6.1624788440343705e-15,False,cross-sectional,Partial Correlation,-0.013,0.008474424002761586,subcortical volume
Right-Thalamus,FS6,,0.7171428571428571,0.1501798666558923,128.73277899781544,857.1906598690841,198,hc & pd,0.1460887492642155,0.1543875927994116,0.0035714285714285718,R,315,,0.1008538205035194,0.09810641615254603,0.1036795338741326,2.5260775623148046e-30,False,cross-sectional,Partial Correlation,-0.033,0.008470524211497172,subcortical volume
Right-Thalamus,FS7,,0.5222142857142857,0.1501798666558923,128.73277899781544,857.1906598690841,198,hc & pd,0.1460887492642155,0.1543875927994116,0.0035714285714285718,R,315,,0.07066709480122152,0.06874202064182715,0.07264703917660821,7.040482640184705e-50,False,cross-sectional,Partial Correlation,-0.058,0.008460872987761534,subcortical volume
Left-Accumbens-area,FS5,,0.26671428571428574,0.5442618871361837,0.081005684064671,0.1488358563758883,390,hc & pd,0.5336622148102561,0.5550760815648855,0.0035714285714285718,R,125,,0.23092696519118278,0.22642958953416756,0.23551536125460698,0.03050496802321516,False,longitudinal,Partial Correlation,-0.101,0.04862622843209788,subcortical volume
Left-Accumbens-area,FS6,,0.4044285714285714,0.5442618871361837,0.081005684064671,0.1488358563758883,390,hc & pd,0.5336622148102561,0.5550760815648855,0.0035714285714285718,R,125,,0.3031417760536683,0.2972379941236567,0.30916504202762046,0.02421885601429483,False,longitudinal,Partial Correlation,0.076,0.04873480154173349,subcortical volume
Left-Accumbens-area,FS7,,0.3203571428571429,0.5442618871361837,0.081005684064671,0.1488358563758883,390,hc & pd,0.5336622148102561,0.5550760815648855,0.0035714285714285718,R,125,,0.2599044153929386,0.25484269473172766,0.26506857799070305,0.024954282024641096,False,longitudinal,Partial Correlation,0.091,0.04867336786478003,subcortical volume
Left-Amygdala,FS5,,0.26071428571428573,0.5926464814872665,0.0469547775480259,0.0792289822259491,390,hc & pd,0.5811045038890682,0.6044220520898902,0.0035714285714285718,R,125,,0.24521106687683494,0.2404355038234271,0.2500832804489236,0.05409073180733801,False,longitudinal,Partial Correlation,0.103,0.052938160402184915,subcortical volume
Left-Amygdala,FS6,,0.4082142857142857,0.5926464814872665,0.0469547775480259,0.0792289822259491,390,hc & pd,0.5811045038890682,0.6044220520898902,0.0035714285714285718,R,125,,0.33009091986089123,0.32366229483498704,0.3366496509991447,0.04952859994978839,False,longitudinal,Partial Correlation,-0.076,0.0530672996627847,subcortical volume
Left-Amygdala,FS7,,0.9028571428571429,0.5926464814872665,0.0469547775480259,0.0792289822259491,390,hc & pd,0.5811045038890682,0.6044220520898902,0.0035714285714285718,R,125,,0.4665401888502163,0.457454171170916,0.47581009444213057,0.09714285713722584,False,longitudinal,Partial Correlation,0.011,0.053218005169783936,subcortical volume
Left-Caudate,FS5,,0.29457142857142854,0.452558734995989,0.0168429187216333,0.0372170890078667,390,hc & pd,0.4437450105508791,0.4615508365307955,0.0035714285714285718,R,125,,0.20402908683469015,0.2000555558627064,0.20808303635107203,0.004245146289105891,False,longitudinal,Partial Correlation,0.096,0.04045326705488504,subcortical volume
Left-Caudate,FS6,,0.8570714285714286,0.452558734995989,0.0168429187216333,0.0372170890078667,390,hc & pd,0.4437450105508791,0.4615508365307955,0.0035714285714285718,R,125,,0.35333870492007335,0.34645732193011713,0.36035935719153267,0.14292857142294024,False,longitudinal,Partial Correlation,-0.016,0.04063577176424124,subcortical volume
Left-Caudate,FS7,,0.9817142857142857,0.452558734995989,0.0168429187216333,0.0372170890078667,390,hc & pd,0.4437450105508791,0.4615508365307955,0.0035714285714285718,R,125,,0.35881290606825395,0.3518249112802123,0.365942327807055,0.018285714280083142,False,longitudinal,Partial Correlation,-0.002,0.04064089285987533,subcortical volume
Left-Hippocampus,FS5,,0.46585714285714286,0.610305954456862,0.0232723144368352,0.0381322093728322,390,hc & pd,0.5984200530393582,0.6224324094015925,0.0035714285714285718,R,125,,0.36783794917689044,0.36067418882094865,0.37514669372555753,0.0707874404682448,False,longitudinal,Partial Correlation,0.067,0.054683939756276015,subcortical volume
Left-Hippocampus,FS6,,0.4690714285714286,0.610305954456862,0.0232723144368352,0.0381322093728322,390,hc & pd,0.5984200530393582,0.6224324094015925,0.0035714285714285718,R,125,,0.3708477217424911,0.36362534511426386,0.37821626887237847,0.073941511109868,False,longitudinal,Partial Correlation,0.066,0.05468759251404931,subcortical volume
Left-Hippocampus,FS7,,0.48778571428571427,0.610305954456862,0.0232723144368352,0.0381322093728322,390,hc & pd,0.5984200530393582,0.6224324094015925,0.0035714285714285718,R,125,,0.37974394627052477,0.37234831285698194,0.387289256653547,0.07911933582205524,False,longitudinal,Partial Correlation,0.063,0.05469821982768628,subcortical volume
Left-Pallidum,FS5,,0.8131428571428572,0.5578097255531542,0.0380447531849873,0.0682038183311703,390,hc & pd,0.5469462047907687,0.5688931083306868,0.0035714285714285718,R,125,,0.42949680726428413,0.4211322211530131,0.4380306805522008,0.18685714285151145,False,longitudinal,Partial Correlation,0.022,0.05008066819285912,subcortical volume
Left-Pallidum,FS6,,0.11078571428571428,0.5578097255531542,0.0380447531849873,0.0682038183311703,390,hc & pd,0.5469462047907687,0.5688931083306868,0.0035714285714285718,R,125,,0.12101879928383319,0.11866191990645202,0.12342337850555618,0.08521321051828237,False,longitudinal,Partial Correlation,0.145,0.049563394208756474,subcortical volume
Left-Pallidum,FS7,,0.6715,0.5578097255531542,0.0380447531849873,0.0682038183311703,390,hc & pd,0.5469462047907687,0.5688931083306868,0.0035714285714285718,R,125,,0.40314400205525724,0.3952926451571403,0.41115425910987186,0.08825870966910712,False,longitudinal,Partial Correlation,0.039,0.050054682050452486,subcortical volume
Left-Putamen,FS5,,0.9399285714285714,0.5934137200498346,0.0254773642865596,0.0429335612335016,390,hc & pd,0.58185680023806,0.6052045352749184,0.0035714285714285718,R,125,,0.4692005550460121,0.46006272589394676,0.47852332070028386,0.06007142856579738,False,longitudinal,Partial Correlation,-0.007,0.05328881958412961,subcortical volume
Left-Putamen,FS6,,0.2722857142857143,0.5934137200498346,0.0254773642865596,0.0429335612335016,390,hc & pd,0.58185680023806,0.6052045352749184,0.0035714285714285718,R,125,,,,,0.0,False,longitudinal,Partial Correlation,1.0,0.0,subcortical volume
Left-Putamen,FS7,,0.8579285714285714,0.5934137200498346,0.0254773642865596,0.0429335612335016,390,hc & pd,0.58185680023806,0.6052045352749184,0.0035714285714285718,R,125,,0.46714417054091223,0.45804639012723075,0.47642607692801153,0.14207142856579735,False,longitudinal,Partial Correlation,-0.011,0.05328690105808271,subcortical volume
Left-Thalamus,FS5,,0.12407142857142858,0.5204235988066399,0.0263912703745696,0.0507111330752223,390,hc & pd,0.5102881846826482,0.5307641391159993,0.0035714285714285718,R,125,,0.1233836208305337,0.12098068580586803,0.1258351877995152,0.052214153802800804,False,longitudinal,Partial Correlation,0.14,0.046275145216815715,subcortical volume
Left-Thalamus,FS6,,0.6895714285714286,0.5204235988066399,0.0263912703745696,0.0507111330752223,390,hc & pd,0.5102881846826482,0.5307641391159993,0.0035714285714285718,R,125,,0.37963278233576786,0.372239313875,0.38717588395048885,0.05013557031421798,False,longitudinal,Partial Correlation,0.037,0.04670341747236644,subcortical volume
Left-Thalamus,FS7,,0.8968571428571428,0.5204235988066399,0.0263912703745696,0.0507111330752223,390,hc & pd,0.5102881846826482,0.5307641391159993,0.0035714285714285718,R,125,,0.40911079216226076,0.40114323014034836,0.4172396061650239,0.10314285713722594,False,longitudinal,Partial Correlation,-0.012,0.04673205375146167,subcortical volume
Right-Accumbens-area,FS5,,0.14835714285714285,0.5362698339922046,0.0611908697066784,0.1141046276109723,390,hc & pd,0.5258258094280251,0.5469252305726163,0.0035714285714285718,R,125,,0.1455518445881901,0.1427171763971339,0.14844388238109002,0.04842783384263725,False,longitudinal,Partial Correlation,-0.132,0.04773705262530995,subcortical volume
Right-Accumbens-area,FS6,,0.7840714285714286,0.5362698339922046,0.0611908697066784,0.1141046276109723,390,hc & pd,0.5258258094280251,0.5469252305726163,0.0035714285714285718,R,125,,0.40937355691814087,0.40140087746953185,0.4175075919169469,0.20638585234621828,False,longitudinal,Partial Correlation,-0.025,0.04814340088230241,subcortical volume
Right-Accumbens-area,FS7,,0.8449285714285715,0.5362698339922046,0.0611908697066784,0.1141046276109723,390,hc & pd,0.5258258094280251,0.5469252305726163,0.0035714285714285718,R,125,,0.4169631288506574,0.408842640089142,0.4252479646099957,0.15507142856579734,False,longitudinal,Partial Correlation,-0.018,0.0481506504496259,subcortical volume
Right-Amygdala,FS5,,0.9817857142857143,0.580230428886389,0.0363417528233613,0.0626333108608427,390,hc & pd,0.5689302578380545,0.5917592991228169,0.0035714285714285718,R,125,,0.46003789183253707,0.4510785084434237,0.4691786002386032,0.01821428570865455,False,longitudinal,Partial Correlation,-0.002,0.05210612650006688,subcortical volume
Right-Amygdala,FS6,,0.738642857142857,0.580230428886389,0.0363417528233613,0.0626333108608427,390,hc & pd,0.5689302578380545,0.5917592991228169,0.0035714285714285718,R,125,,0.4339388713161382,0.4254877746030533,0.4425610060558612,0.2353879395559885,False,longitudinal,Partial Correlation,-0.031,0.052081187650733295,subcortical volume
Right-Amygdala,FS7,,0.12214285714285714,0.580230428886389,0.0363417528233613,0.0626333108608427,390,hc & pd,0.5689302578380545,0.5917592991228169,0.0035714285714285718,R,125,,0.13517826744430925,0.13254562794784241,0.1378641877727926,0.09019552284323253,False,longitudinal,Partial Correlation,-0.141,0.05158566841236756,subcortical volume
Right-Caudate,FS5,,0.18021428571428572,0.5109226384487832,0.0231209560452689,0.0452533403402649,390,hc & pd,0.5009722585315863,0.5210743997254789,0.0035714285714285718,R,125,,0.1623244576967041,0.15916313756252676,0.1655497583976266,0.029147984590400803,False,longitudinal,Partial Correlation,-0.122,0.04553947190816123,subcortical volume
Right-Caudate,FS6,,0.01457142857142857,0.5109226384487832,0.0231209560452689,0.0452533403402649,390,hc & pd,0.5009722585315863,0.5210743997254789,0.0035714285714285718,R,125,,0.019102694790825974,0.018730663770262713,0.019482255183465507,0.34933280009200196,False,longitudinal,Partial Correlation,-0.221,0.044747715112584095,subcortical volume
Right-Caudate,FS7,,0.01107142857142857,0.5109226384487832,0.0231209560452689,0.0452533403402649,390,hc & pd,0.5009722585315863,0.5210743997254789,0.0035714285714285718,R,125,,0.015157798707010504,0.014862595784898708,0.015458976111129782,0.4198550563513621,False,longitudinal,Partial Correlation,-0.229,0.04466295300086259,subcortical volume
Right-Hippocampus,FS5,,0.18835714285714286,0.6302122361696282,0.0212491968664773,0.0337175250604907,390,hc & pd,0.6179386536221941,0.6427342183520403,0.0035714285714285718,R,125,,0.20631380426553675,0.20229577769925053,0.21041314990296953,0.09761154241400541,False,longitudinal,Partial Correlation,0.12,0.05618576986329232,subcortical volume
Right-Hippocampus,FS6,,0.956857142857143,0.6302122361696282,0.0212491968664773,0.0337175250604907,390,hc & pd,0.6179386536221941,0.6427342183520403,0.0035714285714285718,R,125,,0.49902648510332853,0.48930778653362483,0.5089418761357135,0.04314285713722582,False,longitudinal,Partial Correlation,0.005,0.05659402207056725,subcortical volume
Right-Hippocampus,FS7,,0.9113571428571429,0.6302122361696282,0.0212491968664773,0.0337175250604907,390,hc & pd,0.6179386536221941,0.6427342183520403,0.0035714285714285718,R,125,,0.49975760443086853,0.49002466708111014,0.5096875224157105,0.0886428571372259,False,longitudinal,Partial Correlation,-0.001,0.0565947012117358,subcortical volume
Right-Pallidum,FS5,,0.6684285714285715,0.572812572781918,0.0389047542958497,0.0679188204736938,390,hc & pd,0.561656866826449,0.584194054160052,0.0035714285714285718,R,125,,0.413986960858153,0.40592443390923755,0.42221266174127803,0.1128449239102558,False,longitudinal,Partial Correlation,-0.039,0.05140095249624399,subcortical volume
Right-Pallidum,FS6,,0.32921428571428574,0.572812572781918,0.0389047542958497,0.0679188204736938,390,hc & pd,0.561656866826449,0.584194054160052,0.0035714285714285718,R,125,,0.279661880924604,0.2742153773756393,0.28521861386162545,0.03904809632886573,False,longitudinal,Partial Correlation,-0.089,0.051235954063747514,subcortical volume
Right-Pallidum,FS7,,0.533,0.572812572781918,0.0389047542958497,0.0679188204736938,390,hc & pd,0.561656866826449,0.584194054160052,0.0035714285714285718,R,125,,0.3724766876243175,0.36522258637052757,0.3798776014405008,0.050777234253961585,False,longitudinal,Partial Correlation,0.057,0.05135645516166869,subcortical volume
Right-Putamen,FS5,,0.49892857142857144,0.6574161173265474,0.0317093910138104,0.048233364193686,390,hc & pd,0.6446127305927977,0.6704786261690094,0.0035714285714285718,R,125,,0.4122000894569251,0.4041723623934863,0.4203902861550086,0.1426542379007501,False,longitudinal,Partial Correlation,0.062,0.05892413042071462,subcortical volume
Right-Putamen,FS6,,0.021785714285714287,0.6574161173265474,0.0317093910138104,0.048233364193686,390,hc & pd,0.6446127305927977,0.6704786261690094,0.0035714285714285718,R,125,,0.03511223604680417,0.034428414148700875,0.03580989751531998,0.3975924233642108,False,longitudinal,Partial Correlation,0.208,0.05774648611588452,subcortical volume
Right-Putamen,FS7,,0.12242857142857143,0.6574161173265474,0.0317093910138104,0.048233364193686,390,hc & pd,0.6446127305927977,0.6704786261690094,0.0035714285714285718,R,125,,0.15316048126039958,0.15017763246460397,0.15620369862007677,0.15131904862385898,False,longitudinal,Partial Correlation,0.141,0.05844789957403928,subcortical volume
Right-Thalamus,FS5,,0.9254285714285714,0.4915500127265285,0.0245322038689191,0.0499078491176186,390,hc & pd,0.481976920820126,0.5013168502264423,0.0035714285714285718,R,125,,0.387900954017672,0.38034646029933233,0.39560833980927795,0.07457142856579739,False,longitudinal,Partial Correlation,-0.009,0.044140706441285704,subcortical volume
Right-Thalamus,FS6,,0.8601428571428571,0.4915500127265285,0.0245322038689191,0.0499078491176186,390,hc & pd,0.481976920820126,0.5013168502264423,0.0035714285714285718,R,125,,0.3837814441959153,0.3763071792337793,0.39140697751683323,0.13985714285151157,False,longitudinal,Partial Correlation,-0.016,0.04413684364758118,subcortical volume
Right-Thalamus,FS7,,0.8715,0.4915500127265285,0.0245322038689191,0.0499078491176186,390,hc & pd,0.481976920820126,0.5013168502264423,0.0035714285714285718,R,125,,0.3837814441959153,0.3763071792337793,0.39140697751683323,0.12849999999436876,False,longitudinal,Partial Correlation,-0.016,0.04413684364758118,subcortical volume
